age,sex,webhltbeh,wwwhr,happy,health,life
31.0,male,,1.0,pretty happy,good,routine
75.0,male,,,pretty happy,good,exciting
56.0,female,,0.0,,,
27.0,male,,20.0,pretty happy,,
44.0,male,,1.0,,,
36.0,female,,2.0,very happy,excellent,exciting
39.0,male,,2.0,pretty happy,good,routine
68.0,female,,,,,
82.0,female,,,very happy,good,exciting
66.0,female,,,pretty happy,,
47.0,female,,5.0,very happy,good,routine
44.0,female,,2.0,,,
50.0,male,,20.0,,good,
49.0,male,,,,,
55.0,male,,,,,
33.0,female,,7.0,,excellent,
32.0,male,,2.0,very happy,,
55.0,female,,,,good,
46.0,male,,,,,
54.0,female,,6.0,not too happy,poor,exciting
45.0,female,,,,fair,
58.0,male,,,,,
34.0,female,,2.0,not too happy,excellent,routine
56.0,female,,,,,
48.0,male,,,,,
57.0,male,,,,,
51.0,male,,1.0,,fair,
36.0,female,,,,,
36.0,male,,4.0,pretty happy,fair,exciting
74.0,male,,,pretty happy,fair,exciting
41.0,female,,2.0,very happy,,
46.0,female,,,not too happy,good,routine
60.0,female,,,very happy,good,exciting
22.0,female,,40.0,,good,
58.0,female,,1.0,,,
34.0,male,,35.0,very happy,good,exciting
78.0,female,,,pretty happy,poor,routine
42.0,male,,20.0,very happy,,
43.0,female,,6.0,,,
49.0,female,,2.0,very happy,,
31.0,female,,3.0,,,
54.0,male,,3.0,,,
79.0,female,,,very happy,good,exciting
85.0,male,,,very happy,,
37.0,female,,1.0,very happy,,
72.0,male,,,,good,
25.0,female,,40.0,,,
67.0,male,,35.0,,,
21.0,female,,4.0,,,
43.0,female,,,pretty happy,excellent,exciting
27.0,female,,2.0,,,
36.0,male,,2.0,,good,
35.0,female,,25.0,,,
89.0,female,,,,,
62.0,male,,,,good,
81.0,female,,,,excellent,
80.0,male,,,,,
53.0,female,,,,,
52.0,male,,0.0,pretty happy,good,exciting
27.0,female,,,,,
43.0,female,,2.0,pretty happy,,
38.0,male,,2.0,pretty happy,,
18.0,female,,5.0,pretty happy,good,routine
36.0,male,,,very happy,,
22.0,female,,3.0,,,
56.0,female,,,pretty happy,fair,exciting
74.0,male,,,,,
38.0,female,,1.0,pretty happy,,
18.0,male,,,pretty happy,fair,routine
62.0,male,,1.0,,poor,routine
26.0,female,,,very happy,excellent,routine
47.0,female,,,,good,
29.0,female,,1.0,pretty happy,,
65.0,male,,2.0,,,
71.0,female,,,pretty happy,excellent,routine
81.0,female,,,pretty happy,good,exciting
74.0,male,,10.0,,,
51.0,female,,1.0,,,
28.0,male,,10.0,,,
31.0,female,,,pretty happy,fair,routine
73.0,female,,,,fair,
60.0,male,,,,,
20.0,female,,10.0,pretty happy,excellent,exciting
21.0,male,,,pretty happy,,
57.0,female,,1.0,,,
38.0,female,,15.0,very happy,good,exciting
88.0,female,,,pretty happy,,
42.0,male,,2.0,pretty happy,fair,exciting
57.0,female,,,,,
32.0,male,,15.0,,,
33.0,female,,10.0,very happy,,
23.0,female,,5.0,pretty happy,excellent,exciting
22.0,male,,,,,
63.0,female,,,,,
24.0,female,,20.0,pretty happy,,
46.0,female,,0.0,,,
34.0,female,,,pretty happy,good,routine
18.0,female,,10.0,,excellent,
37.0,female,,7.0,,good,
37.0,male,,5.0,,,
38.0,male,,,,,
36.0,male,,2.0,pretty happy,,
33.0,female,,10.0,,,
46.0,male,,,pretty happy,,
26.0,female,,1.0,pretty happy,good,routine
47.0,female,,,,,
34.0,female,,2.0,,good,
37.0,male,,,pretty happy,good,routine
62.0,female,,2.0,,,
58.0,female,,,,,
44.0,female,,,pretty happy,fair,routine
40.0,male,,10.0,pretty happy,good,exciting
27.0,male,,45.0,,good,
34.0,female,,2.0,very happy,good,exciting
37.0,female,,,very happy,good,exciting
50.0,male,,0.0,very happy,good,exciting
31.0,female,,0.0,very happy,excellent,exciting
41.0,male,,5.0,pretty happy,good,exciting
40.0,male,,,pretty happy,good,routine
54.0,male,,12.0,pretty happy,good,routine
40.0,male,,1.0,not too happy,,
24.0,female,,10.0,,good,
82.0,female,,,very happy,fair,exciting
46.0,female,,7.0,pretty happy,,
74.0,female,,,,fair,
36.0,female,,2.0,,,
29.0,female,,1.0,,,
40.0,female,,,very happy,excellent,exciting
32.0,male,,,,,
44.0,female,,0.0,,good,
23.0,female,,,pretty happy,,
27.0,female,,,,,
55.0,female,,,,,
18.0,female,,0.0,pretty happy,good,exciting
59.0,male,,3.0,,,
39.0,male,,2.0,not too happy,good,dull
40.0,female,,10.0,,,
81.0,male,,3.0,pretty happy,,
44.0,female,,5.0,,,
46.0,male,,1.0,,,
26.0,female,,,very happy,excellent,exciting
20.0,female,,0.0,,,
31.0,female,,35.0,,good,
78.0,female,,,,,
40.0,female,,1.0,very happy,,
25.0,female,,2.0,,good,
36.0,female,,,pretty happy,good,routine
57.0,male,,10.0,very happy,excellent,exciting
41.0,female,,3.0,,,
45.0,male,,16.0,pretty happy,excellent,exciting
48.0,female,,3.0,,,
46.0,female,,2.0,,,
51.0,male,,20.0,very happy,good,exciting
27.0,female,,7.0,pretty happy,good,exciting
83.0,female,,,pretty happy,,
44.0,female,,3.0,pretty happy,good,exciting
32.0,female,,2.0,,good,
22.0,male,,,,good,
40.0,male,,20.0,not too happy,,
37.0,male,,50.0,pretty happy,excellent,exciting
36.0,male,,7.0,,good,
28.0,female,,,pretty happy,excellent,routine
55.0,male,,30.0,,,
46.0,female,,0.0,,,
68.0,female,,1.0,very happy,good,routine
31.0,female,,2.0,,good,
78.0,male,,4.0,,,
56.0,male,,1.0,pretty happy,,
62.0,female,,,,,
48.0,male,,3.0,very happy,,
80.0,female,,,pretty happy,poor,exciting
74.0,female,,5.0,very happy,fair,routine
38.0,female,,10.0,,,
58.0,female,,4.0,not too happy,,
52.0,male,,20.0,pretty happy,good,routine
18.0,male,,,,excellent,
60.0,female,,1.0,,,
38.0,female,,15.0,,,
43.0,female,,,,,
70.0,female,,,,,
46.0,female,,15.0,pretty happy,,
38.0,male,,5.0,,excellent,
52.0,female,,6.0,,,
36.0,male,,3.0,pretty happy,good,routine
40.0,male,,3.0,,,
25.0,female,,1.0,,,
52.0,male,,0.0,pretty happy,good,exciting
43.0,female,,12.0,,,
54.0,female,,3.0,pretty happy,,
54.0,male,,,pretty happy,good,exciting
73.0,male,,,,excellent,
48.0,female,,0.0,very happy,,
60.0,female,,1.0,pretty happy,excellent,exciting
27.0,male,,7.0,pretty happy,good,routine
34.0,female,,5.0,pretty happy,,
30.0,male,,10.0,pretty happy,good,exciting
42.0,female,,2.0,,,
44.0,female,,2.0,,,
45.0,female,,1.0,,,
27.0,female,,1.0,pretty happy,,
70.0,male,,2.0,,good,
43.0,female,,5.0,very happy,good,exciting
34.0,female,,20.0,pretty happy,,
32.0,male,,3.0,,,
26.0,male,,20.0,,good,
52.0,female,,,very happy,fair,exciting
79.0,female,,,,excellent,
31.0,male,,4.0,pretty happy,good,routine
54.0,male,,25.0,not too happy,fair,routine
60.0,female,,,,,
72.0,male,,7.0,very happy,,
62.0,female,,4.0,,poor,
21.0,male,,1.0,,,
63.0,female,,,pretty happy,good,routine
23.0,female,,,,,
36.0,male,,2.0,very happy,good,exciting
65.0,female,,,,excellent,
41.0,female,,0.0,,,
38.0,male,,1.0,very happy,fair,routine
21.0,female,,3.0,pretty happy,excellent,routine
42.0,male,,4.0,,,
44.0,female,,2.0,pretty happy,good,routine
45.0,male,,20.0,,good,
34.0,female,,4.0,very happy,good,routine
79.0,female,,,not too happy,,
35.0,male,,60.0,,,
39.0,male,,,pretty happy,,
25.0,male,,,,excellent,
27.0,female,,,,,
20.0,female,,5.0,,excellent,
48.0,female,,4.0,,excellent,
47.0,female,,15.0,,,
72.0,male,,1.0,,,
21.0,female,,6.0,pretty happy,fair,routine
63.0,male,,,very happy,excellent,exciting
67.0,female,,1.0,pretty happy,good,routine
33.0,male,,15.0,,,
62.0,female,,3.0,,excellent,
48.0,female,,1.0,pretty happy,fair,routine
41.0,female,,5.0,pretty happy,,
51.0,female,,1.0,,,
35.0,female,,,,,
51.0,male,,30.0,,,
41.0,male,,5.0,,,
36.0,female,,1.0,pretty happy,good,exciting
55.0,male,,2.0,,excellent,
18.0,male,,14.0,,,
48.0,female,,0.0,pretty happy,good,routine
19.0,male,,2.0,,,
27.0,male,,2.0,,,
19.0,female,,,very happy,fair,exciting
67.0,male,,,,,
24.0,female,,,,excellent,
28.0,male,,15.0,not too happy,good,routine
71.0,female,,1.0,,,
42.0,female,,,,excellent,
67.0,female,,2.0,pretty happy,excellent,routine
48.0,female,,50.0,,fair,
42.0,male,,10.0,,,
44.0,male,,,pretty happy,excellent,exciting
43.0,male,,1.0,pretty happy,good,routine
80.0,female,,,very happy,excellent,exciting
78.0,female,,,pretty happy,,
31.0,male,,1.0,,,
55.0,male,,3.0,pretty happy,,
42.0,male,,100.0,pretty happy,,
67.0,female,,3.0,,,
67.0,male,,2.0,,,
58.0,female,,5.0,,,
38.0,male,,0.0,,,
34.0,female,,,pretty happy,good,exciting
47.0,male,,7.0,not too happy,good,routine
65.0,male,,0.0,very happy,good,exciting
52.0,male,,4.0,pretty happy,,
24.0,female,,1.0,,,
53.0,male,,2.0,pretty happy,,
27.0,female,,2.0,very happy,fair,exciting
30.0,female,,4.0,,good,
35.0,female,,10.0,,,
55.0,male,,1.0,very happy,,
45.0,female,,1.0,very happy,excellent,exciting
54.0,male,,20.0,,,
41.0,male,,11.0,very happy,excellent,exciting
24.0,male,,,,good,
33.0,female,,70.0,,good,
27.0,male,,15.0,not too happy,,
70.0,female,,,,,
27.0,male,,,,,
21.0,male,,,not too happy,good,routine
49.0,female,,,,,
33.0,male,,10.0,,excellent,
29.0,female,,,,,
37.0,male,,,,,
57.0,female,,,not too happy,poor,exciting
44.0,male,,,,,
20.0,female,,4.0,very happy,excellent,exciting
41.0,female,,,pretty happy,good,routine
31.0,male,,1.0,pretty happy,good,routine
72.0,female,,,very happy,excellent,exciting
24.0,female,,3.0,pretty happy,,
40.0,female,,,very happy,fair,routine
20.0,male,,15.0,pretty happy,excellent,routine
24.0,female,,,,,
54.0,male,,,,,
64.0,male,,,pretty happy,,
58.0,male,,,,,
46.0,female,,0.0,pretty happy,excellent,exciting
40.0,female,,,,,
42.0,male,,3.0,very happy,,
45.0,female,,,,,
28.0,female,,2.0,,excellent,
75.0,female,,3.0,,fair,
64.0,female,,1.0,,,
31.0,female,,8.0,,,
35.0,female,,20.0,pretty happy,good,routine
65.0,male,,,pretty happy,,
66.0,male,,,,,
30.0,male,,5.0,,,
89.0,female,,,not too happy,poor,dull
24.0,male,,2.0,pretty happy,,
29.0,male,,15.0,,fair,
19.0,female,,,,,
60.0,female,,4.0,,,
28.0,female,,2.0,pretty happy,,
52.0,male,,,pretty happy,good,routine
34.0,female,,,,,
22.0,female,,1.0,pretty happy,,
72.0,male,,,,excellent,
23.0,female,,10.0,pretty happy,good,exciting
55.0,male,,,,,
42.0,female,,5.0,pretty happy,fair,dull
78.0,male,,0.0,pretty happy,good,routine
49.0,male,,,,,
27.0,male,,,,,
63.0,female,,,,,
50.0,male,,15.0,,,
35.0,female,,10.0,,,
28.0,female,,2.0,very happy,excellent,exciting
70.0,male,,,,,
67.0,female,,3.0,pretty happy,,
25.0,male,,8.0,pretty happy,excellent,routine
43.0,female,,,,excellent,
30.0,male,,12.0,,,
65.0,female,,,,,
50.0,female,,1.0,pretty happy,excellent,routine
52.0,female,,,,,
65.0,male,,,,,
81.0,female,,,,,
18.0,male,,2.0,,good,
28.0,female,,,,,
41.0,female,,,,good,
38.0,male,,6.0,pretty happy,,
28.0,female,,2.0,,,
77.0,male,,0.0,not too happy,fair,routine
82.0,female,,,very happy,good,routine
23.0,male,,15.0,,,
24.0,female,,14.0,,,
72.0,female,,,,good,
19.0,female,,21.0,very happy,,
29.0,male,,6.0,pretty happy,excellent,exciting
22.0,male,,11.0,pretty happy,,
61.0,male,,,,,
21.0,female,,3.0,,excellent,
20.0,female,,10.0,pretty happy,good,exciting
18.0,male,,14.0,pretty happy,excellent,exciting
21.0,male,,20.0,pretty happy,,
26.0,male,,10.0,pretty happy,good,exciting
49.0,male,,4.0,,,
38.0,female,,10.0,,,
19.0,female,,,,,
32.0,male,,12.0,,,
61.0,female,,,very happy,good,exciting
54.0,female,,1.0,,,
66.0,male,,4.0,very happy,excellent,exciting
25.0,female,,,,,
26.0,male,,22.0,pretty happy,excellent,exciting
24.0,female,,1.0,pretty happy,,
30.0,female,,5.0,pretty happy,good,exciting
57.0,female,,1.0,pretty happy,,
23.0,female,,2.0,,,
74.0,male,,,,,
39.0,male,,,,,
57.0,female,,,pretty happy,good,exciting
24.0,female,,2.0,,,
46.0,male,,3.0,,poor,
57.0,female,,,,good,
24.0,male,,5.0,pretty happy,good,routine
34.0,female,,5.0,,,
40.0,female,,,pretty happy,excellent,routine
57.0,female,,,not too happy,fair,routine
50.0,female,,,,,
38.0,female,,12.0,pretty happy,good,routine
26.0,male,,,pretty happy,,
68.0,male,,20.0,not too happy,fair,routine
57.0,male,,10.0,pretty happy,,
52.0,male,,10.0,not too happy,,
60.0,female,,49.0,,,
43.0,female,,5.0,,,
40.0,male,,6.0,,,
70.0,male,,,,,
79.0,female,,,,excellent,
57.0,male,,15.0,pretty happy,excellent,exciting
37.0,female,,,pretty happy,fair,exciting
56.0,female,,3.0,pretty happy,,
48.0,male,,,,,
73.0,male,,0.0,very happy,excellent,exciting
50.0,female,,2.0,pretty happy,excellent,exciting
56.0,male,,,very happy,excellent,exciting
79.0,female,,,very happy,,
21.0,female,,5.0,,,
60.0,male,,,,,
21.0,female,,3.0,,,
44.0,male,,10.0,pretty happy,,
68.0,female,,,,fair,
39.0,female,,,,,
44.0,male,,,,,
70.0,female,,0.0,pretty happy,,
34.0,female,,,pretty happy,fair,routine
67.0,male,,,pretty happy,,
52.0,male,,,pretty happy,fair,routine
89.0,female,,,,,
55.0,female,,1.0,,,
64.0,female,,8.0,,,
75.0,male,,,very happy,fair,dull
59.0,female,,0.0,not too happy,good,exciting
62.0,female,,,very happy,,
47.0,male,,1.0,very happy,excellent,exciting
32.0,female,,2.0,,excellent,
36.0,female,,20.0,,,
80.0,male,,,,excellent,
87.0,male,,0.0,,,
45.0,male,,0.0,very happy,good,routine
71.0,female,,,,,
57.0,female,,0.0,,excellent,
67.0,male,,,pretty happy,excellent,exciting
21.0,female,,,,,
35.0,female,,8.0,very happy,excellent,routine
58.0,female,,2.0,pretty happy,,
35.0,male,,1.0,pretty happy,good,exciting
22.0,male,,,not too happy,,
59.0,male,,2.0,not too happy,fair,dull
38.0,female,,,,poor,
83.0,male,,,pretty happy,fair,routine
25.0,male,,5.0,,,
30.0,female,,,,,
73.0,female,,,,,
44.0,male,,,,,
59.0,male,,2.0,,,
53.0,male,,6.0,very happy,,
68.0,female,,,pretty happy,fair,exciting
31.0,female,,,not too happy,fair,routine
32.0,male,,1.0,,excellent,
52.0,male,,,,,
63.0,male,,2.0,pretty happy,,
47.0,female,,,pretty happy,,
47.0,male,,,,,
79.0,female,,,very happy,excellent,dull
86.0,female,,,,fair,
45.0,female,,,,fair,
82.0,female,,,pretty happy,good,exciting
29.0,female,,4.0,pretty happy,,
23.0,female,,,,excellent,
43.0,male,,2.0,,,
30.0,female,,,,,
38.0,female,,,pretty happy,good,routine
50.0,male,,,,,
75.0,male,,2.0,,fair,
44.0,female,,1.0,pretty happy,,
55.0,female,,2.0,pretty happy,,
36.0,female,,10.0,,,
43.0,male,,,,fair,
26.0,female,,,,,
39.0,male,,6.0,pretty happy,fair,exciting
34.0,male,,0.0,,,
72.0,female,,,pretty happy,,
50.0,male,,14.0,very happy,excellent,exciting
79.0,male,,,pretty happy,good,routine
28.0,male,,7.0,,fair,
50.0,female,,1.0,,good,
20.0,male,,0.0,,,
40.0,female,,25.0,pretty happy,fair,routine
51.0,male,,7.0,not too happy,,
26.0,female,,6.0,,,
29.0,female,,0.0,very happy,excellent,routine
29.0,female,,0.0,pretty happy,,
51.0,male,,40.0,,excellent,
58.0,male,,14.0,very happy,excellent,exciting
64.0,female,,,,,
58.0,male,,,not too happy,,
26.0,female,,2.0,,good,
50.0,male,,,not too happy,good,routine
81.0,female,,,,,
83.0,male,,,,,
65.0,female,,,not too happy,poor,routine
25.0,female,,1.0,,,
45.0,female,,2.0,,good,
48.0,male,,25.0,,,
28.0,female,,0.0,not too happy,,
31.0,female,,,very happy,excellent,exciting
27.0,female,,,pretty happy,,
23.0,female,,,,excellent,
71.0,female,,,,fair,
51.0,female,,0.0,pretty happy,good,exciting
57.0,male,,,pretty happy,poor,routine
50.0,female,,,,,
31.0,male,,,,,
47.0,male,,,,,
52.0,male,,10.0,very happy,good,exciting
30.0,male,,,pretty happy,,
37.0,female,,1.0,very happy,good,routine
47.0,male,,,,,
18.0,female,,5.0,very happy,excellent,exciting
36.0,female,,,pretty happy,excellent,routine
69.0,male,,0.0,pretty happy,good,exciting
39.0,male,,10.0,pretty happy,fair,exciting
67.0,female,,0.0,,excellent,
77.0,male,,8.0,,,
60.0,female,,10.0,not too happy,good,exciting
66.0,male,,35.0,pretty happy,excellent,routine
31.0,male,,6.0,very happy,,
33.0,female,,50.0,very happy,good,routine
38.0,male,,5.0,,excellent,
32.0,female,,15.0,,,
40.0,male,,,pretty happy,excellent,exciting
59.0,male,,2.0,very happy,good,exciting
25.0,female,,72.0,not too happy,fair,exciting
28.0,female,,30.0,very happy,good,exciting
44.0,female,,2.0,,,
67.0,female,,,pretty happy,,
44.0,male,,,pretty happy,poor,routine
59.0,male,,,pretty happy,good,exciting
62.0,female,,1.0,,,
49.0,male,,,,good,
27.0,female,,4.0,pretty happy,excellent,exciting
58.0,male,,20.0,,,
83.0,female,,,pretty happy,good,exciting
27.0,male,,1.0,,good,
35.0,female,,10.0,,good,
53.0,female,,5.0,,,
78.0,female,,,,,
68.0,female,,7.0,very happy,fair,exciting
58.0,female,,4.0,,,
36.0,male,,9.0,not too happy,good,routine
45.0,male,,4.0,,,
43.0,male,,2.0,,,
42.0,female,,2.0,,,
85.0,female,,,not too happy,poor,routine
81.0,female,,,pretty happy,,
51.0,female,,3.0,very happy,good,exciting
40.0,female,,20.0,,,
27.0,male,,5.0,pretty happy,good,exciting
39.0,female,,15.0,not too happy,good,routine
26.0,female,,1.0,very happy,,
28.0,female,,1.0,very happy,,
21.0,female,,3.0,,excellent,
44.0,male,,,,good,
38.0,female,,,pretty happy,fair,routine
30.0,female,,10.0,very happy,excellent,exciting
28.0,female,,3.0,,,
76.0,male,,,pretty happy,fair,routine
75.0,female,,,,good,
30.0,male,,8.0,,excellent,
53.0,female,,,pretty happy,,
31.0,female,,35.0,pretty happy,excellent,routine
40.0,male,,,,,
48.0,female,,1.0,,good,
21.0,male,,1.0,very happy,excellent,exciting
28.0,female,,8.0,,,
28.0,female,,4.0,,,
56.0,female,,15.0,,,
51.0,male,,20.0,,,
63.0,female,,2.0,,good,
51.0,female,,4.0,pretty happy,excellent,routine
45.0,female,,,very happy,,
71.0,male,,0.0,,good,
28.0,male,,55.0,very happy,fair,routine
27.0,female,,0.0,,,
27.0,female,,14.0,,excellent,
38.0,female,,,pretty happy,good,routine
39.0,female,,5.0,,excellent,
49.0,male,,,pretty happy,fair,routine
68.0,male,,2.0,pretty happy,,
61.0,male,,0.0,very happy,excellent,routine
49.0,female,,7.0,very happy,good,exciting
43.0,male,,50.0,,,
31.0,female,,3.0,pretty happy,,
50.0,female,,4.0,,,
35.0,female,,3.0,not too happy,fair,routine
23.0,male,,10.0,,,
76.0,male,,,,,
49.0,female,,2.0,,,
31.0,male,,0.0,,,
51.0,male,,,,good,
23.0,male,,20.0,,,
19.0,male,,0.0,very happy,,
25.0,male,,,not too happy,,
30.0,male,,25.0,not too happy,good,routine
29.0,female,,1.0,very happy,good,exciting
27.0,male,,2.0,,good,
30.0,female,,1.0,,excellent,
19.0,male,,2.0,pretty happy,fair,routine
36.0,female,,1.0,pretty happy,,
55.0,female,,8.0,,,
53.0,female,,10.0,very happy,good,exciting
40.0,female,,,,,
44.0,female,,,pretty happy,fair,exciting
26.0,male,,4.0,not too happy,fair,routine
49.0,female,,5.0,,,
21.0,male,,4.0,pretty happy,,
38.0,female,,1.0,,,
33.0,female,,5.0,,,
60.0,female,,,,,
33.0,female,,6.0,,fair,
49.0,male,,12.0,very happy,excellent,routine
50.0,male,,,very happy,good,exciting
48.0,male,,,,,
62.0,male,,,pretty happy,,
41.0,male,,0.0,very happy,good,exciting
22.0,male,,,pretty happy,fair,routine
34.0,male,,,pretty happy,good,exciting
36.0,female,,10.0,,,
36.0,female,,,,,
37.0,male,,1.0,pretty happy,fair,exciting
47.0,female,,1.0,,good,
46.0,female,,0.0,pretty happy,fair,routine
62.0,male,,,pretty happy,good,routine
27.0,female,,0.0,,,
38.0,male,,20.0,pretty happy,,
31.0,male,,5.0,not too happy,,
27.0,female,,5.0,,,
62.0,female,,,,fair,
59.0,male,,2.0,pretty happy,good,exciting
61.0,female,,5.0,pretty happy,excellent,exciting
66.0,male,,12.0,very happy,,
41.0,male,,,very happy,,
52.0,male,,,,,
20.0,male,,,pretty happy,good,routine
61.0,female,,,,excellent,
30.0,female,,0.0,pretty happy,good,exciting
22.0,male,,,pretty happy,,
43.0,female,,,very happy,good,exciting
23.0,female,,,not too happy,poor,routine
47.0,male,,7.0,pretty happy,,
35.0,female,,20.0,,,
24.0,female,,0.0,very happy,good,routine
31.0,male,,12.0,pretty happy,good,exciting
29.0,male,,1.0,,,
46.0,male,,2.0,not too happy,,
37.0,male,,2.0,pretty happy,,
57.0,female,,5.0,,,
39.0,male,,20.0,very happy,good,exciting
43.0,female,,,not too happy,good,exciting
23.0,male,,,,,
53.0,male,,3.0,very happy,,
43.0,male,,4.0,pretty happy,good,routine
68.0,female,,5.0,,good,
40.0,male,,22.0,pretty happy,good,exciting
43.0,male,,,,,
32.0,male,,3.0,pretty happy,good,exciting
76.0,male,,,not too happy,fair,
74.0,female,,,,,
59.0,male,,,,,
56.0,female,,,,,
59.0,female,,,pretty happy,poor,routine
51.0,male,,7.0,,fair,
67.0,male,,1.0,pretty happy,,
41.0,male,,1.0,very happy,good,routine
31.0,male,,12.0,very happy,good,exciting
82.0,female,,3.0,pretty happy,fair,routine
46.0,female,,,,,
59.0,male,,,,,
36.0,male,,45.0,,,
40.0,male,,16.0,pretty happy,good,routine
21.0,male,,8.0,,,
24.0,female,,20.0,,,
27.0,female,,10.0,,,
34.0,male,,10.0,,,
43.0,male,,1.0,,,
45.0,female,,10.0,pretty happy,,
30.0,female,,8.0,,good,
18.0,male,,14.0,very happy,,
50.0,female,,,,,
35.0,female,,1.0,pretty happy,,
19.0,female,,2.0,very happy,excellent,routine
56.0,male,,2.0,not too happy,fair,routine
57.0,female,,7.0,,,
35.0,male,,40.0,very happy,good,routine
35.0,female,,2.0,,,
21.0,female,,4.0,,,
37.0,male,,5.0,,,
47.0,female,,,pretty happy,excellent,exciting
31.0,female,,20.0,pretty happy,fair,routine
79.0,female,,,,,
55.0,male,,,pretty happy,,
63.0,male,,14.0,,excellent,
39.0,female,,4.0,very happy,excellent,routine
23.0,male,,2.0,pretty happy,good,routine
32.0,female,,3.0,,excellent,
20.0,female,,5.0,very happy,,
30.0,male,,40.0,,excellent,
23.0,male,,5.0,,excellent,
18.0,male,,,pretty happy,,
30.0,male,,4.0,,excellent,
42.0,female,,,,,
47.0,female,,15.0,,,
56.0,female,,,,good,
36.0,female,,1.0,pretty happy,,
82.0,female,,,pretty happy,,
52.0,male,,,,fair,
43.0,male,,20.0,very happy,excellent,routine
57.0,female,,,not too happy,poor,routine
53.0,female,,3.0,,,
66.0,female,,,,,
31.0,female,,5.0,very happy,good,exciting
56.0,male,,7.0,pretty happy,good,exciting
48.0,female,,3.0,,,
55.0,female,,1.0,,,
72.0,female,,,,,
21.0,male,,20.0,,,
30.0,female,,0.0,very happy,good,routine
30.0,female,,2.0,pretty happy,,
57.0,female,,2.0,,excellent,
28.0,male,,0.0,very happy,,
67.0,female,,,very happy,good,routine
24.0,female,,2.0,,,
48.0,male,,2.0,very happy,good,exciting
49.0,female,,2.0,very happy,excellent,exciting
64.0,male,,1.0,,,
42.0,female,,,,good,
37.0,male,,,pretty happy,good,routine
36.0,female,,2.0,,,
61.0,male,,,,,
27.0,male,,,pretty happy,good,routine
35.0,female,,0.0,pretty happy,good,routine
72.0,male,,4.0,pretty happy,good,routine
40.0,female,,,pretty happy,excellent,routine
29.0,male,,10.0,,,
20.0,male,,2.0,,excellent,
30.0,male,,,,,
,female,,1.0,pretty happy,excellent,exciting
41.0,female,,1.0,pretty happy,excellent,exciting
63.0,female,,,,fair,
38.0,male,,,,,
70.0,male,,0.0,,,
75.0,male,,6.0,,,
41.0,male,,7.0,not too happy,good,exciting
76.0,male,,,pretty happy,good,routine
47.0,male,,,,,
44.0,female,,8.0,,,
61.0,male,,2.0,not too happy,good,routine
58.0,female,,0.0,,excellent,
32.0,female,,2.0,,excellent,
48.0,male,,3.0,,,
26.0,female,,,,,
23.0,female,,,,,
36.0,male,,0.0,,fair,
47.0,male,,,,good,
27.0,female,,2.0,pretty happy,good,routine
58.0,male,,5.0,very happy,excellent,exciting
49.0,male,,,,,
23.0,male,,,,excellent,
75.0,female,,10.0,,,
67.0,male,,7.0,very happy,,
71.0,female,,1.0,,,
31.0,male,,2.0,,excellent,
42.0,female,,0.0,pretty happy,excellent,routine
79.0,female,,,pretty happy,,
54.0,male,,2.0,pretty happy,good,routine
48.0,male,,,,,
40.0,female,,2.0,,good,
39.0,female,,0.0,pretty happy,,
,male,,0.0,not too happy,,
77.0,female,,,very happy,excellent,exciting
28.0,male,,3.0,,,
20.0,female,,10.0,pretty happy,excellent,exciting
51.0,female,,30.0,,,
39.0,female,,0.0,pretty happy,,
52.0,female,,1.0,not too happy,fair,dull
45.0,male,,8.0,,,
30.0,male,,,,good,
51.0,male,,1.0,pretty happy,,
71.0,female,,2.0,,excellent,
44.0,male,,10.0,,,
23.0,male,,20.0,pretty happy,good,routine
41.0,male,,6.0,pretty happy,good,exciting
47.0,female,,1.0,,,
86.0,female,,1.0,,,
25.0,male,,5.0,,,
82.0,male,,,,good,
72.0,male,,1.0,not too happy,fair,dull
49.0,male,,7.0,,good,
78.0,female,,,very happy,excellent,exciting
85.0,female,,,very happy,,
82.0,female,,,very happy,fair,routine
46.0,female,,0.0,,,
20.0,male,,1.0,pretty happy,excellent,routine
24.0,male,,21.0,,,
56.0,female,,0.0,pretty happy,excellent,routine
58.0,female,,1.0,,,
48.0,male,,,pretty happy,,
21.0,female,,1.0,very happy,excellent,exciting
64.0,male,,0.0,,,
52.0,male,,6.0,pretty happy,excellent,exciting
71.0,female,,,pretty happy,poor,routine
50.0,female,,0.0,pretty happy,,
30.0,female,,2.0,pretty happy,good,routine
48.0,female,,20.0,,excellent,
61.0,male,,0.0,,,
26.0,female,,0.0,very happy,excellent,exciting
49.0,female,,3.0,,good,
89.0,female,,,,,
34.0,male,,40.0,pretty happy,,
24.0,male,,9.0,,good,
44.0,female,,1.0,very happy,,
29.0,female,,1.0,,,
39.0,male,,2.0,,,
28.0,female,,1.0,,good,
47.0,male,,,very happy,excellent,exciting
43.0,female,,25.0,pretty happy,excellent,routine
34.0,female,,5.0,pretty happy,,
38.0,female,,3.0,very happy,good,exciting
31.0,female,,4.0,pretty happy,,
52.0,male,,0.0,very happy,excellent,exciting
39.0,male,,5.0,not too happy,,
38.0,male,,0.0,pretty happy,fair,routine
67.0,female,,,,,
47.0,female,,6.0,pretty happy,,
56.0,female,,,pretty happy,good,exciting
63.0,female,,1.0,very happy,good,routine
39.0,female,,4.0,,,
43.0,male,,13.0,,,
63.0,female,,2.0,very happy,good,exciting
34.0,male,,5.0,,,
