age,sex,webhltbeh,wwwhr,happy,health,life
20.0,male,,1.0,,,
41.0,male,,1.0,,,
57.0,male,,,not too happy,good,routine
34.0,male,,6.0,,excellent,
20.0,female,,0.0,pretty happy,fair,exciting
46.0,female,,,,,
44.0,female,,,not too happy,good,routine
26.0,female,,1.0,,,
75.0,male,,,,,
40.0,male,,,pretty happy,,
33.0,male,,,pretty happy,good,routine
31.0,male,,,,,
31.0,male,,,pretty happy,,
75.0,male,,,very happy,,
25.0,female,,2.0,pretty happy,good,routine
59.0,female,,1.0,very happy,good,exciting
21.0,female,,,,good,
55.0,female,,,very happy,good,exciting
28.0,female,,1.0,very happy,good,dull
57.0,female,,,pretty happy,,
66.0,female,,4.0,,,
61.0,male,,6.0,pretty happy,good,routine
55.0,male,,,pretty happy,good,routine
39.0,male,,,,,
33.0,male,,4.0,not too happy,good,exciting
41.0,female,,20.0,pretty happy,,
85.0,male,,,,,
51.0,male,,12.0,,good,
21.0,female,,3.0,,,
76.0,female,,,,,
50.0,female,,0.0,very happy,fair,exciting
70.0,female,,,,,
36.0,male,,6.0,,,
59.0,male,,,pretty happy,,
44.0,male,,,pretty happy,,
50.0,female,,4.0,pretty happy,good,exciting
83.0,female,,,,,
46.0,male,,40.0,pretty happy,fair,routine
34.0,female,,,,,
74.0,female,,,pretty happy,good,exciting
43.0,male,,0.0,,,
24.0,female,,30.0,,,
67.0,male,,6.0,pretty happy,good,exciting
40.0,female,,,,,
33.0,female,,1.0,,,
27.0,male,,14.0,pretty happy,good,routine
76.0,female,,,,,
75.0,female,,,,,
62.0,female,,,pretty happy,good,exciting
45.0,female,,5.0,,,
51.0,female,,8.0,,,
49.0,male,,50.0,pretty happy,,
41.0,male,,,very happy,good,routine
40.0,female,,1.0,,excellent,
58.0,female,,,pretty happy,,
40.0,female,,10.0,pretty happy,excellent,dull
56.0,female,,,,,
54.0,male,,,,good,
24.0,male,,14.0,very happy,excellent,exciting
80.0,male,,,,fair,
40.0,female,,0.0,,,
60.0,male,,,,,
83.0,female,,,,,
65.0,female,,,very happy,,
54.0,male,,4.0,very happy,excellent,exciting
58.0,female,,2.0,pretty happy,excellent,exciting
45.0,female,,,pretty happy,,
30.0,female,,2.0,pretty happy,good,routine
44.0,male,,5.0,,,
43.0,male,,12.0,,,
69.0,male,,,,excellent,
61.0,male,,10.0,pretty happy,good,routine
26.0,female,,1.0,,,
37.0,male,,10.0,pretty happy,good,routine
18.0,male,,1.0,,,
23.0,male,,1.0,,good,
58.0,male,,1.0,very happy,good,exciting
35.0,male,,5.0,very happy,,
50.0,male,,6.0,very happy,excellent,exciting
26.0,male,,0.0,,,
51.0,female,,1.0,pretty happy,excellent,exciting
78.0,female,,,very happy,,
28.0,female,,,pretty happy,fair,exciting
42.0,female,,1.0,,excellent,
43.0,male,,0.0,pretty happy,,
79.0,female,,0.0,pretty happy,good,exciting
89.0,female,,,,good,
76.0,female,,,not too happy,excellent,dull
43.0,female,,,very happy,,
88.0,female,,,pretty happy,good,routine
24.0,female,,2.0,pretty happy,good,routine
65.0,female,,10.0,,,
47.0,female,,1.0,,,
51.0,male,,2.0,not too happy,fair,exciting
47.0,female,,1.0,pretty happy,,
66.0,female,,10.0,,excellent,
58.0,male,,12.0,,,
42.0,female,,0.0,very happy,excellent,exciting
69.0,female,,0.0,pretty happy,excellent,exciting
63.0,female,,,,,
40.0,male,,6.0,,excellent,
52.0,male,,0.0,pretty happy,excellent,exciting
46.0,male,,,,,
54.0,female,,7.0,,,
47.0,male,,1.0,,,
37.0,male,,10.0,very happy,good,exciting
44.0,male,,0.0,very happy,excellent,routine
32.0,female,,4.0,,,
28.0,male,,10.0,,,
37.0,female,,2.0,pretty happy,,
43.0,male,,1.0,pretty happy,good,exciting
22.0,male,,35.0,pretty happy,good,routine
32.0,female,,1.0,pretty happy,good,routine
50.0,male,,10.0,,fair,
29.0,female,,7.0,very happy,,
45.0,female,,6.0,pretty happy,good,routine
26.0,male,,10.0,,good,
25.0,female,,0.0,,,
26.0,female,,2.0,,good,
23.0,female,,15.0,pretty happy,excellent,exciting
49.0,female,,8.0,pretty happy,excellent,exciting
23.0,female,,10.0,,,
75.0,male,,,,,
33.0,male,,3.0,,,
75.0,female,,12.0,very happy,excellent,exciting
24.0,female,,,pretty happy,fair,routine
38.0,male,,10.0,pretty happy,,
27.0,female,,30.0,,,
26.0,female,,,,,
26.0,male,,3.0,,,
25.0,male,,5.0,very happy,excellent,exciting
48.0,female,,0.0,pretty happy,excellent,exciting
47.0,male,,7.0,,,
44.0,female,,1.0,very happy,,
48.0,male,,,,good,
60.0,female,,0.0,pretty happy,excellent,routine
83.0,male,,,pretty happy,poor,routine
65.0,male,,10.0,,,
44.0,female,,,pretty happy,,
71.0,female,,2.0,very happy,excellent,exciting
40.0,female,,,,,
23.0,female,,6.0,very happy,,
47.0,male,,,very happy,fair,exciting
54.0,male,,,,fair,
50.0,male,,,pretty happy,fair,exciting
26.0,male,,,very happy,excellent,exciting
50.0,male,,,,,
35.0,female,,1.0,very happy,good,routine
39.0,female,,10.0,pretty happy,excellent,exciting
53.0,female,,10.0,pretty happy,,
18.0,female,,,,good,
68.0,male,,3.0,,,
36.0,male,,,pretty happy,good,routine
49.0,male,,,not too happy,,
52.0,male,,,,,
42.0,female,,,,,
64.0,male,,3.0,pretty happy,,
34.0,male,,2.0,pretty happy,fair,exciting
43.0,male,,20.0,,good,
55.0,female,,,,,
19.0,male,,2.0,,good,
27.0,female,,1.0,,,
67.0,male,,4.0,very happy,,
47.0,male,,3.0,very happy,good,exciting
74.0,male,,7.0,pretty happy,,
35.0,male,,50.0,pretty happy,,
45.0,male,,,,,
41.0,female,,14.0,,,
46.0,female,,21.0,pretty happy,good,exciting
31.0,male,,15.0,very happy,excellent,exciting
51.0,male,,1.0,very happy,,
56.0,male,,10.0,very happy,excellent,exciting
46.0,female,,8.0,,,
49.0,male,,,,,
38.0,female,,1.0,very happy,excellent,exciting
32.0,female,,13.0,,,
46.0,male,,,,,
35.0,female,,6.0,,,
26.0,female,,,pretty happy,good,exciting
59.0,male,,,pretty happy,fair,routine
57.0,male,,,pretty happy,excellent,routine
45.0,female,,1.0,very happy,excellent,routine
63.0,female,,2.0,,,
61.0,male,,,very happy,,
30.0,female,,2.0,very happy,excellent,exciting
29.0,female,,,,poor,
33.0,female,,2.0,,,
89.0,female,,,,,
62.0,female,,,not too happy,good,exciting
70.0,male,,,,,
60.0,female,,1.0,,good,
60.0,female,,,,,
59.0,female,,1.0,very happy,,
85.0,male,,,,,
88.0,male,,2.0,pretty happy,excellent,routine
63.0,male,,,,poor,
34.0,female,,,,,
56.0,female,,1.0,,,
34.0,male,,,,good,
22.0,male,,5.0,pretty happy,,
21.0,male,,,pretty happy,good,routine
53.0,male,,,,,
32.0,male,,10.0,pretty happy,good,exciting
84.0,male,,,pretty happy,,
46.0,female,,,pretty happy,excellent,routine
34.0,male,,2.0,very happy,,
41.0,male,,3.0,pretty happy,good,routine
43.0,female,,,pretty happy,fair,routine
52.0,male,,,pretty happy,excellent,exciting
45.0,female,,2.0,,,
70.0,male,,,,,
51.0,male,,2.0,very happy,excellent,exciting
59.0,male,,5.0,,good,
82.0,female,,3.0,,good,
49.0,female,,2.0,pretty happy,,
42.0,female,,7.0,pretty happy,fair,routine
53.0,female,,5.0,pretty happy,good,routine
28.0,male,,,very happy,good,exciting
61.0,male,,,,,
55.0,male,,2.0,very happy,good,routine
62.0,male,,,,,
59.0,female,,,,excellent,
28.0,female,,5.0,,,
32.0,male,,,,good,
26.0,female,,5.0,very happy,good,routine
49.0,female,,,,,
30.0,male,,,not too happy,good,dull
23.0,female,,,not too happy,,
78.0,male,,7.0,pretty happy,fair,exciting
82.0,male,,,,,
22.0,male,,2.0,,fair,
43.0,male,,6.0,pretty happy,,
50.0,female,,5.0,,,
71.0,male,,6.0,pretty happy,good,exciting
67.0,female,,1.0,,good,
87.0,female,,,very happy,good,exciting
77.0,female,,,pretty happy,,
79.0,female,,,not too happy,,
20.0,female,,,pretty happy,good,exciting
36.0,female,,48.0,,,
20.0,female,,,pretty happy,excellent,exciting
51.0,female,,,not too happy,poor,routine
59.0,female,,,,,
79.0,male,,,,,
84.0,female,,1.0,,,
55.0,female,,1.0,,excellent,
45.0,male,,,very happy,fair,exciting
50.0,female,,20.0,pretty happy,poor,routine
61.0,male,,,pretty happy,,
48.0,female,,,pretty happy,good,routine
58.0,female,,,,excellent,
34.0,male,,20.0,not too happy,fair,dull
78.0,male,,,,,
18.0,female,,4.0,,,
38.0,male,,2.0,,,
79.0,male,,,pretty happy,poor,routine
71.0,female,,,very happy,good,exciting
59.0,male,,,,,
43.0,female,,,pretty happy,good,exciting
80.0,female,,5.0,,excellent,
49.0,female,,,,good,
65.0,female,,2.0,,,
46.0,female,,,not too happy,poor,exciting
42.0,female,,23.0,pretty happy,good,exciting
24.0,male,,15.0,,good,
31.0,female,,0.0,,,
52.0,male,,3.0,,excellent,
66.0,female,,1.0,very happy,,
42.0,male,,10.0,,,
33.0,female,,1.0,very happy,,
60.0,female,,,pretty happy,excellent,routine
54.0,male,,,,,
37.0,female,,,pretty happy,,
50.0,female,,8.0,,,
35.0,female,,,,good,
35.0,male,,0.0,,,
65.0,female,,,not too happy,poor,routine
66.0,male,,,not too happy,,
68.0,female,,,pretty happy,,
28.0,male,,,,good,
70.0,male,,,,,
70.0,female,,,,,
39.0,female,,2.0,,excellent,
83.0,male,,,,,
54.0,male,,1.0,,,
79.0,female,,,very happy,fair,exciting
44.0,male,,,very happy,,
34.0,male,,1.0,pretty happy,good,dull
25.0,female,,,,excellent,
30.0,female,,2.0,very happy,excellent,exciting
36.0,female,,3.0,pretty happy,good,exciting
55.0,female,,,,,
28.0,male,,,not too happy,,
22.0,male,,,pretty happy,excellent,exciting
59.0,male,,,,,
54.0,female,,,,poor,
52.0,male,,,pretty happy,fair,routine
74.0,female,,,,,
43.0,male,,,,,
62.0,female,,,,excellent,
35.0,male,,,pretty happy,fair,routine
40.0,female,,10.0,very happy,good,exciting
18.0,male,,2.0,,,
29.0,female,,,very happy,excellent,routine
58.0,female,,15.0,,excellent,
40.0,male,,,pretty happy,,
51.0,female,,,pretty happy,,
54.0,male,,4.0,,,
41.0,female,,,,,
49.0,male,,0.0,,good,
30.0,female,,4.0,,,
60.0,male,,,,,
26.0,male,,,,good,
31.0,female,,1.0,,good,
42.0,female,,,very happy,good,routine
26.0,female,,,pretty happy,,
89.0,female,,,not too happy,good,routine
32.0,male,,,very happy,,
39.0,female,,1.0,pretty happy,good,routine
35.0,male,,,very happy,excellent,exciting
52.0,male,,,not too happy,,
29.0,female,,1.0,pretty happy,excellent,exciting
45.0,male,,,,good,
75.0,female,,,,good,
62.0,male,,,not too happy,,
63.0,male,,6.0,pretty happy,good,routine
59.0,female,,,pretty happy,,
62.0,female,,1.0,,excellent,
71.0,male,,,,,
70.0,female,,,very happy,,
51.0,female,,1.0,,,
52.0,female,,10.0,,,
71.0,female,,,,poor,
30.0,female,,,very happy,,
65.0,male,,,,poor,
61.0,male,,40.0,pretty happy,good,dull
52.0,female,,1.0,,,
45.0,female,,2.0,very happy,good,exciting
61.0,male,,,,,
57.0,female,,,,fair,
44.0,female,,5.0,,,
30.0,female,,,very happy,good,routine
25.0,female,,3.0,,,
37.0,male,,,,,
55.0,male,,0.0,pretty happy,good,dull
65.0,female,,,pretty happy,,
48.0,female,,5.0,,,
45.0,female,,5.0,,excellent,
47.0,female,,1.0,,,
32.0,female,,5.0,,,
19.0,female,,,,,
25.0,female,,5.0,very happy,good,exciting
51.0,female,,12.0,pretty happy,,
29.0,female,,0.0,very happy,,
28.0,male,,15.0,,,
67.0,male,,0.0,,,
66.0,female,,,,excellent,
40.0,female,,8.0,,,
68.0,male,,,very happy,fair,exciting
75.0,female,,,very happy,good,routine
24.0,male,,,not too happy,fair,exciting
40.0,female,,28.0,,excellent,
28.0,female,,21.0,,,
34.0,female,,,,good,
28.0,female,,5.0,pretty happy,,
78.0,male,,,not too happy,,
37.0,female,,7.0,,,
46.0,female,,25.0,,excellent,
48.0,female,,0.0,pretty happy,good,routine
55.0,male,,,,,
75.0,female,,,,,
34.0,male,,0.0,,excellent,
46.0,female,,2.0,very happy,excellent,routine
33.0,male,,3.0,,,
35.0,female,,2.0,,,
36.0,female,,,pretty happy,,
56.0,male,,2.0,pretty happy,excellent,routine
60.0,male,,1.0,,,
29.0,male,,14.0,very happy,good,exciting
27.0,female,,,very happy,excellent,dull
48.0,female,,,pretty happy,,
53.0,male,,1.0,,,
18.0,female,,,pretty happy,good,exciting
50.0,male,,,,,
45.0,female,,3.0,,,
28.0,female,,,pretty happy,good,routine
26.0,male,,,pretty happy,,
51.0,male,,,,fair,
52.0,female,,,pretty happy,,
58.0,female,,21.0,pretty happy,fair,routine
47.0,female,,,,,
25.0,male,,9.0,,,
51.0,female,,,very happy,,
40.0,male,,6.0,very happy,excellent,routine
73.0,female,,,,,
54.0,male,,10.0,very happy,,
41.0,female,,,pretty happy,excellent,routine
28.0,male,,,,,
41.0,male,,,,,
44.0,female,,,pretty happy,good,routine
32.0,female,,,very happy,good,exciting
75.0,male,,,very happy,,
61.0,male,,10.0,,,
57.0,female,,,,poor,
51.0,male,,1.0,pretty happy,excellent,routine
47.0,female,,,,fair,
44.0,male,,0.0,,excellent,
46.0,female,,4.0,pretty happy,excellent,exciting
68.0,female,,,pretty happy,excellent,routine
21.0,male,,1.0,,,
51.0,male,,,,,
83.0,female,,,pretty happy,,
42.0,female,,40.0,,,
41.0,female,,1.0,,,
48.0,female,,,,,
69.0,female,,0.0,,,
89.0,male,,,very happy,excellent,routine
60.0,female,,1.0,,,
56.0,female,,,pretty happy,poor,routine
56.0,female,,,,good,
46.0,male,,,,,
86.0,female,,,not too happy,poor,dull
28.0,male,,8.0,very happy,good,exciting
33.0,female,,0.0,,fair,
58.0,female,,,pretty happy,,
33.0,male,,,pretty happy,excellent,exciting
65.0,female,,,,good,
18.0,female,,3.0,,,
63.0,male,,,pretty happy,,
40.0,female,,5.0,not too happy,,
54.0,female,,,,,
64.0,male,,0.0,pretty happy,good,exciting
38.0,male,,,,excellent,
32.0,female,,2.0,,fair,
67.0,female,,,pretty happy,good,routine
45.0,female,,5.0,,,
71.0,female,,,,,
49.0,female,,1.0,very happy,good,exciting
53.0,male,,5.0,pretty happy,,
52.0,male,,2.0,pretty happy,excellent,exciting
42.0,female,,10.0,,,
30.0,male,,16.0,pretty happy,good,exciting
30.0,female,,20.0,,,
42.0,male,,1.0,very happy,excellent,exciting
63.0,male,,5.0,pretty happy,,
59.0,female,,,,fair,
43.0,male,,18.0,,,
40.0,male,,3.0,,,
56.0,female,,5.0,pretty happy,excellent,routine
48.0,female,,2.0,,good,
51.0,female,,0.0,,,
61.0,male,,2.0,very happy,fair,exciting
65.0,female,,14.0,very happy,,
25.0,female,,1.0,,excellent,
32.0,female,,1.0,very happy,good,routine
28.0,female,,,,,
60.0,male,,,,,
74.0,male,,,,,
56.0,male,,,pretty happy,good,routine
65.0,male,,10.0,pretty happy,,
79.0,female,,,very happy,,
69.0,female,,2.0,pretty happy,,
71.0,male,,,pretty happy,fair,dull
86.0,female,,,,,
25.0,male,,,,,
19.0,female,,20.0,very happy,good,routine
30.0,male,,,pretty happy,excellent,exciting
49.0,male,,,pretty happy,,
56.0,female,,0.0,,,
43.0,female,,10.0,,,
67.0,female,,,very happy,good,routine
31.0,female,,,,,
62.0,female,,,pretty happy,poor,exciting
60.0,male,,,,,
24.0,male,,,,good,
68.0,male,,,very happy,fair,routine
46.0,female,,5.0,pretty happy,,
47.0,male,,,pretty happy,good,routine
40.0,male,,4.0,,,
33.0,female,,5.0,pretty happy,,
69.0,male,,,,good,
83.0,male,,,,good,
33.0,male,,2.0,pretty happy,,
33.0,male,,1.0,,,
41.0,female,,2.0,,,
62.0,male,,,pretty happy,good,routine
42.0,female,,3.0,,,
18.0,male,,1.0,very happy,good,routine
32.0,female,,1.0,,,
22.0,female,,,,good,
44.0,female,,,pretty happy,,
81.0,male,,,pretty happy,poor,routine
25.0,male,,,not too happy,good,routine
73.0,female,,,very happy,good,exciting
67.0,female,,,,,
54.0,female,,,,good,
53.0,female,,,not too happy,excellent,exciting
82.0,male,,,very happy,fair,exciting
60.0,male,,0.0,,,
51.0,male,,10.0,not too happy,good,routine
79.0,female,,,pretty happy,,
33.0,female,,7.0,pretty happy,fair,routine
49.0,female,,,,,
21.0,male,,,,excellent,
56.0,male,,,,poor,
77.0,female,,,very happy,fair,routine
46.0,female,,,,,
62.0,female,,,very happy,fair,exciting
42.0,male,,,,,
54.0,female,,,pretty happy,poor,exciting
35.0,female,,,,,
23.0,male,,,very happy,excellent,exciting
56.0,male,,,,,
28.0,female,,,,good,
28.0,female,,21.0,,good,
35.0,female,,,,excellent,
40.0,male,,,,,
26.0,male,,,pretty happy,good,routine
56.0,male,,10.0,very happy,good,exciting
67.0,female,,,very happy,,
46.0,male,,,,,
23.0,male,,,very happy,excellent,exciting
47.0,female,,,,,
48.0,female,,,,,
20.0,female,,6.0,very happy,excellent,exciting
65.0,male,,,,,
56.0,female,,10.0,,good,
25.0,male,,10.0,pretty happy,excellent,exciting
35.0,male,,,,excellent,
33.0,female,,,,,
34.0,female,,,very happy,good,exciting
23.0,female,,,,,
49.0,female,,4.0,,,
54.0,male,,30.0,,good,
50.0,female,,,,,
30.0,female,,4.0,very happy,,
63.0,female,,,very happy,excellent,exciting
33.0,female,,1.0,,poor,
64.0,male,,30.0,,,
47.0,female,,3.0,pretty happy,good,routine
27.0,male,,1.0,pretty happy,,
26.0,female,,2.0,,,
56.0,male,,,pretty happy,good,exciting
43.0,female,,40.0,very happy,good,exciting
39.0,female,,,pretty happy,good,routine
65.0,male,,3.0,pretty happy,,
18.0,male,,,,,
50.0,male,,,very happy,fair,exciting
64.0,female,,,,,
50.0,male,,,,,
37.0,male,,,,,
26.0,male,,5.0,pretty happy,good,dull
52.0,female,,,,,
36.0,female,,,pretty happy,,
24.0,female,,5.0,,,
53.0,female,,,very happy,,
36.0,female,,12.0,very happy,excellent,routine
39.0,female,,,,,
60.0,female,,,,,
71.0,male,,,pretty happy,,
71.0,female,,,not too happy,,
47.0,female,,2.0,,good,
71.0,female,,,,,
84.0,male,,,pretty happy,,
88.0,male,,,,fair,
37.0,female,,,pretty happy,good,routine
47.0,female,,,pretty happy,,
54.0,male,,,pretty happy,fair,routine
37.0,male,,20.0,,good,
61.0,female,,,,,
69.0,female,,,,,
65.0,male,,2.0,,,
37.0,female,,0.0,pretty happy,good,routine
65.0,female,,,not too happy,good,routine
21.0,male,,,,,
43.0,male,,,pretty happy,,
47.0,female,,,,,
58.0,male,,,,good,
71.0,female,,,pretty happy,,
25.0,female,,5.0,very happy,excellent,exciting
48.0,male,,,,,
84.0,male,,,,,
55.0,female,,,,,
46.0,female,,2.0,,good,
75.0,female,,,not too happy,fair,routine
44.0,female,,,pretty happy,,
43.0,female,,,,,
22.0,female,,6.0,not too happy,good,routine
25.0,male,,15.0,,,
36.0,male,,,pretty happy,,
48.0,female,,1.0,pretty happy,good,routine
39.0,female,,,,excellent,
68.0,female,,,pretty happy,good,routine
25.0,female,,,,,
30.0,female,,1.0,very happy,good,exciting
31.0,female,,,,,
29.0,female,,12.0,very happy,excellent,exciting
43.0,male,,2.0,very happy,good,exciting
50.0,male,,,pretty happy,,
44.0,male,,,,,
41.0,male,,,,good,
54.0,female,,20.0,very happy,good,exciting
33.0,female,,30.0,,good,
44.0,female,,0.0,pretty happy,excellent,exciting
23.0,male,,,very happy,excellent,routine
52.0,female,,,very happy,fair,routine
39.0,male,,1.0,,,
75.0,female,,,,,
27.0,male,,,,,
61.0,male,,5.0,,poor,
37.0,male,,,,,
61.0,female,,,pretty happy,excellent,exciting
66.0,female,,1.0,very happy,,
42.0,female,,,pretty happy,fair,exciting
53.0,male,,,,fair,
19.0,male,,10.0,,,
60.0,female,,,very happy,,
45.0,male,,3.0,pretty happy,fair,routine
51.0,male,,,,,
46.0,female,,0.0,,excellent,
56.0,female,,20.0,,,
33.0,male,,6.0,pretty happy,,
40.0,female,,1.0,,,
69.0,female,,7.0,very happy,fair,routine
35.0,male,,7.0,,,
53.0,female,,0.0,pretty happy,,
47.0,female,,,,good,
63.0,female,,,,good,
25.0,female,,2.0,,,
75.0,female,,,,,
49.0,female,,30.0,,,
56.0,female,,,not too happy,fair,dull
44.0,female,,,pretty happy,poor,dull
53.0,female,,,pretty happy,good,exciting
73.0,male,,,,,
57.0,female,,2.0,,,
72.0,female,,,,poor,
58.0,female,,,,,
36.0,male,,4.0,very happy,good,exciting
26.0,female,,20.0,,fair,
51.0,female,,,very happy,,
23.0,female,,15.0,pretty happy,excellent,exciting
39.0,female,,,not too happy,good,routine
76.0,female,,,,,
53.0,male,,10.0,very happy,excellent,exciting
62.0,female,,,,,
49.0,male,,,pretty happy,good,routine
53.0,female,,,,excellent,
61.0,male,,,very happy,,
28.0,female,,1.0,,,
69.0,male,,,,poor,
42.0,male,,1.0,very happy,good,exciting
74.0,male,,,,,
54.0,male,,1.0,,fair,
67.0,male,,,,fair,
28.0,male,,,pretty happy,fair,routine
52.0,male,,3.0,,,
66.0,male,,,not too happy,,
77.0,female,,,pretty happy,good,exciting
52.0,male,,5.0,,fair,
72.0,male,,,,,
55.0,female,,,pretty happy,,
49.0,male,,,pretty happy,,
58.0,female,,,pretty happy,fair,exciting
19.0,female,,,,,
79.0,female,,0.0,,,
86.0,female,,,not too happy,,
37.0,female,,,not too happy,fair,routine
56.0,female,,,pretty happy,fair,routine
37.0,male,,,,,
18.0,male,,,pretty happy,good,routine
34.0,female,,14.0,,,
25.0,female,,5.0,very happy,good,routine
26.0,male,,,very happy,,
74.0,male,,,very happy,,
44.0,male,,,pretty happy,good,routine
39.0,male,,7.0,,,
51.0,male,,,,poor,
21.0,female,,23.0,,,
35.0,female,,,,good,
28.0,male,,,,,
49.0,female,,3.0,,,
49.0,male,,3.0,,,
60.0,female,,,pretty happy,fair,routine
42.0,female,,0.0,,good,
22.0,female,,1.0,pretty happy,good,dull
24.0,female,,,,excellent,
40.0,female,,1.0,,,
26.0,female,,1.0,very happy,excellent,routine
46.0,male,,,very happy,good,routine
62.0,male,,,pretty happy,,
59.0,female,,,very happy,good,routine
49.0,male,,,,,
35.0,female,,2.0,very happy,,
54.0,male,,,,fair,
40.0,female,,,,,
47.0,male,,,very happy,fair,exciting
55.0,female,,14.0,pretty happy,excellent,exciting
67.0,female,,,,,
22.0,female,,,very happy,excellent,exciting
41.0,female,,,pretty happy,good,routine
72.0,female,,,not too happy,,
65.0,female,,,very happy,good,exciting
21.0,female,,1.0,pretty happy,good,exciting
36.0,male,,0.0,pretty happy,fair,exciting
48.0,male,,,,good,
34.0,female,,,,,
65.0,female,,,,poor,
56.0,male,,,,,
31.0,female,,,very happy,good,exciting
56.0,female,,3.0,pretty happy,good,exciting
36.0,female,,,,,
19.0,female,,7.0,pretty happy,fair,routine
61.0,male,,4.0,,,
19.0,female,,1.0,pretty happy,fair,routine
32.0,male,,7.0,,good,
25.0,female,,6.0,,,
60.0,female,,4.0,,good,
22.0,female,,2.0,very happy,fair,exciting
20.0,female,,2.0,very happy,,
24.0,male,,14.0,pretty happy,excellent,exciting
42.0,female,,6.0,pretty happy,fair,exciting
19.0,male,,5.0,pretty happy,,
47.0,male,,3.0,,,
62.0,female,,0.0,very happy,excellent,exciting
19.0,female,,5.0,,good,
61.0,female,,,,,
42.0,male,,1.0,,,
40.0,female,,7.0,pretty happy,good,
36.0,male,,7.0,very happy,fair,exciting
